category,title,href,push_count,author,price,date
賣/,Microsoft SurFace Pro 3 i5 256G(已售出),/bbs/nb-shopping/M.1452263585.A.A27.html,,q6025fk,29000,2016-01-08 22:33:03
賣/,urface pro 3 i5 256G 已售出,/bbs/nb-shopping/M.1452183951.A.D11.html,,blood81123,28000,2016-01-08 00:25:49
賣/, surface pro 3 i5 256G,/bbs/nb-shopping/M.1452017364.A.CD2.html,,blood81123,29000,2016-01-06 02:09:21
賣/,Surface Pro 3(i5/4G/128G) ,/bbs/nb-shopping/M.1451989363.A.F77.html,,ragwing,21000,2016-01-05 18:22:40
賣/,Surface Pro 3,/bbs/nb-shopping/M.1451961224.A.18C.html,,tony330857,28500,2016-01-05 10:33:41
情報,surface pro 3 i5 128g福利品 19049,/bbs/nb-shopping/M.1451754613.A.2E7.html,,kcliu,none,2016-01-03 01:10:09
賣/,SurFace Pro 3 i5/8G/256G/含鍵盤,/bbs/nb-shopping/M.1451658537.A.87B.html,,tony330857,28500,2016-01-01 22:28:55
賣/,surface pro 3 i5 8g 256g 未過保,/bbs/nb-shopping/M.1451542450.A.D98.html,,originmax1,29000,2015-12-31 14:14:07
情報,surface pro 3 i5 128g福利品 18888,/bbs/nb-shopping/M.1451097590.A.CC2.html,,u810721,none,2015-12-26 10:39:48
徵/,surface pro 3,/bbs/nb-shopping/M.1450963350.A.881.html,,desperadolin,,2015-12-24 21:22:27
徵/,urface pro 3或4 8G/256g ,/bbs/nb-shopping/M.1450857513.A.53E.html,,tigerbojo,330000437000,2015-12-23 15:58:30
徵/,Surface pro 3 i3 64g,/bbs/nb-shopping/M.1450662797.A.B0D.html,,Martin1986,22000,2015-12-21 09:53:14
賣/,surface pro 3 i5 8g 256g ,/bbs/nb-shopping/M.1450624629.A.D05.html,,originmax1,30500,2015-12-20 23:17:07
賣/,MicroSoft Surface pro 3 i5-4300U 4GB 128GB pro3,/bbs/nb-shopping/M.1450546551.A.8D3.html,,RRYYAANN,,2015-12-20 01:35:48
已徵,surface pro 3 i5 128G,/bbs/nb-shopping/M.1450172681.A.E58.html,,ntueesuevan,,2015-12-15 17:44:38
賣/, Surface Pro 3 i5 8g/256g,/bbs/nb-shopping/M.1449772339.A.660.html,,q1223,28000,2015-12-11 02:32:16
賣/,Surface Pro 3 i5/4g/128g SSD,/bbs/nb-shopping/M.1449557295.A.FFA.html,,joeyhc,23500,2015-12-08 14:48:12
徵/,Surface pro 3 i5/8G/256G,/bbs/nb-shopping/M.1449508368.A.40C.html,,toby2010,30000,2015-12-08 01:12:45
賣/,surface pro 3 i3,/bbs/nb-shopping/M.1449419914.A.78E.html,,justbreathe,none,2015-12-07 00:38:32
賣/,Surface Pro 3 i5 256G （已售出）,/bbs/nb-shopping/M.1449039842.A.206.html,,ponygreen,32000,2015-12-02 15:03:59
賣/,Surface Pro 3 鍵盤保護套 (已售出),/bbs/nb-shopping/M.1449032629.A.421.html,,kutsuma,1800,2015-12-02 13:03:46
賣/,surface pro 3 i3,/bbs/nb-shopping/M.1449020547.A.7DA.html,,justbreathe,18000,2015-12-02 09:42:24
徵/,二手 surface pro 3  ,/bbs/nb-shopping/M.1448864964.A.62F.html,,LingMelody,20000,2015-11-30 14:29:19
徵/,Surface pro 3 i5/8g ,/bbs/nb-shopping/M.1448805020.A.EDA.html,,FANTASYFF,2800030000,2015-11-29 21:50:16
徵/,Surface Pro 3 換 Razer Blade,/bbs/nb-shopping/M.1448598106.A.7A6.html,,yehuan,10005000,2015-11-27 12:21:44
賣/,Surface Pro 3 8g/256g+鍵盤(洽中),/bbs/nb-shopping/M.1448499990.A.DB9.html,,eric20,31000,2015-11-26 09:06:28
賣/,surface pro 3 128GB/4GB(售出),/bbs/nb-shopping/M.1448364232.A.18D.html,,jsrdoz,25000,2015-11-24 19:23:49
賣/,surface pro 3 i3 ,/bbs/nb-shopping/M.1448092239.A.179.html,,justbreathe,19000,2015-11-21 15:50:37
比較,surface pro 3/4,/bbs/nb-shopping/M.1447843647.A.2CC.html,,YAHO0,none,2015-11-18 18:47:23
賣/,二手Surface Pro 3 Type Cover 黑,/bbs/nb-shopping/M.1447737794.A.B0C.html,,lichungtsai,1500,2015-11-17 13:23:11
徵/,surface pro 3 256G (台中以北皆可),/bbs/nb-shopping/M.1447650570.A.AE6.html,,YAHO0,,2015-11-16 13:09:26
賣/,urface pro 3 256G(已售出),/bbs/nb-shopping/M.1447289967.A.2EF.html,,jyyk,30000,2015-11-12 08:59:25
賣/,Surface Pro 3 i5 8g/256g ,/bbs/nb-shopping/M.1447206437.A.6EA.html,,gt212345,30000,2015-11-11 09:47:14
討論,Surface Pro 3 面交注意事項,/bbs/nb-shopping/M.1447154413.A.4F6.html,,iPhone6sTSMC,none,2015-11-10 19:20:00
徵/,urface pro 3 or surface 3 ,/bbs/nb-shopping/M.1447077408.A.3ED.html,,shpuding,2500016000,2015-11-09 21:56:43
賣/,Surface Pro 3 8g/256g ,/bbs/nb-shopping/M.1446985865.A.DE3.html,,gt212345,31500,2015-11-08 20:31:02
賣/,Surface pro 3 i5 8g 256g,/bbs/nb-shopping/M.1446910938.A.8CB.html,,CurryForMVP,,2015-11-07 23:42:16
討論,surface pro 3 價格會跌嗎?,/bbs/nb-shopping/M.1446863779.A.6FF.html,,philip20336,none,2015-11-07 10:36:17
賣/,二手Surface Pro 3鍵盤（黑）附筆套,/bbs/nb-shopping/M.1446780572.A.116.html,,wross,2000,2015-11-06 11:29:29
e:,surface pro 3客服以及軟體,/bbs/nb-shopping/M.1446661292.A.16D.html,,fmediocre,none,2015-11-05 02:21:30
徵/,Surface Pro 3 原廠擴充基座 ,/bbs/nb-shopping/M.1446604952.A.A7E.html,,Hua0722,3500,2015-11-04 10:42:28
討論,surface pro 3客服以及軟體,/bbs/nb-shopping/M.1446601572.A.E46.html,,fmediocre,none,2015-11-04 09:46:10
徵/,surface pro 3 / surface 3,/bbs/nb-shopping/M.1446472911.A.273.html,,shpuding,2500016000,2015-11-02 22:01:49
賣/,urface pro 3 i5/8g/256g ,/bbs/nb-shopping/M.1446051987.A.691.html,,stu84072,36000,2015-10-29 01:06:25
徵/,Surface 3 / Surface Pro 3 (已徵到),/bbs/nb-shopping/M.1446049604.A.C66.html,,Mariners34,,2015-10-29 00:26:41
賣/,surface pro 3 整新機 i5 4G 128G,/bbs/nb-shopping/M.1446047259.A.36A.html,,akichiu,26000,2015-10-28 23:47:36
賣/,Surface Pro 3/i5 128g 全新 ,/bbs/nb-shopping/M.1445959158.A.BF8.html,,iltered,30000,2015-10-27 23:19:15
賣/,Surface Pro 3 i5 8G/256G ,/bbs/nb-shopping/M.1445834084.A.149.html,,havenn,31000,2015-10-26 12:34:41
已售,urface Pro 3 i5 128g 附鍵盤黑,/bbs/nb-shopping/M.1445752004.A.C8B.html,,MAYDAY8521,,2015-10-25 13:46:42
賣/,Surface Pro 3 dockstation 基座 (已售出),/bbs/nb-shopping/M.1445508978.A.834.html,,Rodge,6000,2015-10-22 18:16:15
徵/,urface Pro 3 i3 ,/bbs/nb-shopping/M.1445430753.A.F8F.html,,kerole,,2015-10-21 20:32:31
賣/,Surface Pro 3 i3 4G/64G 已售出,/bbs/nb-shopping/M.1445094067.A.F9D.html,,blood81123,20000,2015-10-17 23:01:04
賣/,urface pro 3 256GB SSD/8GB RAM ,/bbs/nb-shopping/M.1445075286.A.8CC.html,,mos888tw,none,2015-10-17 17:48:03
賣/,Surface Pro 3 12吋 i5/128G已售出,/bbs/nb-shopping/M.1445016036.A.1FE.html,,ginlinn,25000,2015-10-17 01:20:33
賣/,"surface pro 3 i7 256g,RAM 8g",/bbs/nb-shopping/M.1444452206.A.A06.html,,kplus,39000,2015-10-10 12:43:23
賣/, surface pro 3 i5 256G,/bbs/nb-shopping/M.1444278403.A.81F.html,,daniel7788,29000,2015-10-08 12:26:41
賣/,Surface Pro 3I54G128G已售出,/bbs/nb-shopping/M.1444152865.A.635.html,,stu84072,25000,2015-10-07 01:34:23
賣/,urface pro 3(i5+8G+256G)含鍵盤 ,/bbs/nb-shopping/M.1443709321.A.E5B.html,,nicholas5566,35000,2015-10-01 22:21:58
賣/,surface pro 3 /i5 4g 128g,/bbs/nb-shopping/M.1443614444.A.03E.html,,verita,27500,2015-09-30 20:00:41
賣/,Surface pro 3 i5/4G/128G (已售)_ ,/bbs/nb-shopping/M.1443550629.A.BFD.html,,Bob0816,,2015-09-30 02:17:04
賣/,Surface pro 3 i5/4G/128G ,/bbs/nb-shopping/M.1443411543.A.891.html,,Bob0816,23000,2015-09-28 11:38:59
賣/,Surface Pro 3 i5 8G-Ram (售出),/bbs/nb-shopping/M.1443322105.A.7BB.html,,kpprc,,2015-09-27 10:48:22
賣/,icrosoft surface pro 3 i5/4G/128G ,/bbs/nb-shopping/M.1443279018.A.3AC.html,,Bob0816,25000,2015-09-26 22:50:12
徵/,Surface Pro 3 原廠擴充基座,/bbs/nb-shopping/M.1443099590.A.357.html,,hagridsu,4500,2015-09-24 20:59:47
賣/,Surface Pro 3 4G/128G(售出),/bbs/nb-shopping/M.1442888335.A.3E8.html,,dindonA,27000,2015-09-22 10:18:52
討論,為何大家都不推surface pro 3,/bbs/nb-shopping/M.1442670201.A.8DE.html,,PanasonicCM1,none,2015-09-19 21:43:19
選購,surface pro 3 效能?,/bbs/nb-shopping/M.1442503374.A.8A9.html,,jasmine3471,none,2015-09-17 23:22:52
徵/,Surface pro 3 i5,/bbs/nb-shopping/M.1442163960.A.D49.html,,IamDonDon,2500032000,2015-09-14 01:05:57
w:,請教surface pro 3問題,/bbs/nb-shopping/M.1442144115.A.8F0.html,,cs23915696cs,none,0201-09-13 19:35:13
賣/,Surface Pro 3 4G/128GB 黑色鍵盤組,/bbs/nb-shopping/M.1442135528.A.69E.html,,gn03114713,26500,2015-09-13 17:12:05
賣/,Surface Pro 3 i7 256G + Typecover,/bbs/nb-shopping/M.1441885174.A.A76.html,,redprint,47000,2015-09-10 19:39:28
賣/,Surface pro 3 i5 8g 售出,/bbs/nb-shopping/M.1441759486.A.6CA.html,,r6982057,30000,2015-09-09 08:44:44
賣/,urface pro 3 i5 8G 256G +黑,/bbs/nb-shopping/M.1441519199.A.1A1.html,,r6982057,32000,2015-09-06 13:59:56
賣/,Surface Pro 3 i5 8g 256G(售出),/bbs/nb-shopping/M.1441514437.A.B27.html,,moontea,35000,2015-09-06 12:40:34
徵/,surface pro 3的手寫筆,/bbs/nb-shopping/M.1441292241.A.AC2.html,,willy2653,1000,2015-09-03 22:57:19
賣/,URFACE PRO 3 I5 8G 256G +黑,/bbs/nb-shopping/M.1441263290.A.6CC.html,,r6982057,32000,2015-09-03 14:54:47
賣/,Surface Pro 3 i5 8g 256G(售出),/bbs/nb-shopping/M.1441127486.A.817.html,,moontea,35000,2015-09-02 01:11:23
賣/,Surface Pro 3 i5 8g 256G+黑,/bbs/nb-shopping/M.1441029738.A.15D.html,,r6982057,33000,2015-08-31 22:02:15
賣/,Surface Pro 3 i5 8g 256G+紅色鍵盤,/bbs/nb-shopping/M.1440819845.A.EA1.html,,aaaplay,30000,0201-08-29 11:44:02
選購,macbook air & surface pro 3 & others,/bbs/nb-shopping/M.1440678508.A.B9A.html,,ny397789,none,2015-08-27 20:28:25
賣/,Surface Pro 3 i5 8g 256G+紅色鍵盤,/bbs/nb-shopping/M.1440313956.A.805.html,,aaaplay,31000,2015-08-23 15:12:33
賣/,Surface Pro 3 i5 8g 256G(售出),/bbs/nb-shopping/M.1439987837.A.0F5.html,,moontea,36000,2015-08-19 20:37:14
賣/,surface pro 3 i5 256g (已售),/bbs/nb-shopping/M.1439801340.A.9F1.html,,arong0708,36000,2015-08-17 16:48:56
賣/,Surface pro 3  i5 128G,/bbs/nb-shopping/M.1439442893.A.D9B.html,,colory,28500,2015-08-13 13:14:50
賣/,surface pro 3 i5 8g 256g (已售出),/bbs/nb-shopping/M.1438955784.A.984.html,,weikai1978,30000,-1
賣/,surface pro 3 i5 256g(售出),/bbs/nb-shopping/M.1438610722.A.D22.html,,wintersnow,36000,2015-08-03 22:05:19
賣/,微軟 surface pro 3 i3 64g,/bbs/nb-shopping/M.1438223207.A.C0D.html,,x455135,20000,2015-07-30 10:26:45
徵/,surface pro 3 /i5以上 誠心徵求,/bbs/nb-shopping/M.1438101161.A.243.html,,akichiu,2000035000,2015-07-29 00:32:38
徵/,surface pro 3 /i5以上 ,/bbs/nb-shopping/M.1438095995.A.9C1.html,,RDA,2000035000,2015-07-28 23:06:32
徵/,surface pro 3 /i5以上 ,/bbs/nb-shopping/M.1437928344.A.CFA.html,,akichiu,2000035000,2015-07-27 00:32:22
徵/,surface pro 3 /i5以上,/bbs/nb-shopping/M.1437774050.A.E14.html,,akichiu,2000035000,2015-07-25 05:40:47
賣/,urface pro 3 (已售出) ,/bbs/nb-shopping/M.1437659368.A.27D.html,,gg01861894,25000,2015-07-23 21:49:25
賣/,Surface Pro 3 i5 8g 256G(售出),/bbs/nb-shopping/M.1437557426.A.88B.html,,moontea,37000,2015-07-22 17:30:23
賣/,Surface Pro 3 i5-8G-256G+鍵盤+Office365,/bbs/nb-shopping/M.1437455379.A.B31.html,,TeCn,30000,2015-07-21 13:09:36
選購,美國或台灣買Surface Pro 3?,/bbs/nb-shopping/M.1436905595.A.CAA.html,,schkolade,none,2015-07-15 04:26:24
徵/,surface pro 3  i3 64g,/bbs/nb-shopping/M.1436890007.A.7FE.html,,shin68,none,2015-07-15 00:06:44
賣/,Surface Pro 3 i5-8G-256G+鍵盤+Office365個人版,/bbs/nb-shopping/M.1436760505.A.6AD.html,,TeCn,30000,2015-07-13 12:08:22
賣/,Surface pro 3 i5 128G(售出) ,/bbs/nb-shopping/M.1436620473.A.A18.html,,jamie3160003,25000,2015-07-11 21:14:31
賣/,Surface Pro 3 i5-8G-256G+鍵盤+Office365,/bbs/nb-shopping/M.1436597645.A.720.html,,TeCn,30000,2015-07-11 14:54:02
選購,Surface pro 3 VS MBA,/bbs/nb-shopping/M.1436582288.A.1B3.html,,www10177,none,2015-07-11 10:38:06
賣/,surface pro 3 i5 128G 售出,/bbs/nb-shopping/M.1436289579.A.174.html,,apipi,25000,2015-07-08 01:19:36
賣/,賣出 Microsoft surface pro 3,/bbs/nb-shopping/M.1435645576.A.C52.html,,giga1990,18000,2015-06-30 14:26:13
選購,surface pro 3 ,/bbs/nb-shopping/M.1435078799.A.7A8.html,,BLUEJOANNE,none,2015-06-24 00:59:56
徵/,Surface pro 3 I5以上 ,/bbs/nb-shopping/M.1435051514.A.431.html,,LaiBro,,2015-06-23 17:25:11
賣/,Surface Pro 3 4G/128G+鍵盤(已售),/bbs/nb-shopping/M.1434705876.A.5BE.html,,alphaness,24900,2015-06-19 17:24:34
賣/,urface pro 3 i5/128G(售出),/bbs/nb-shopping/M.1434699742.A.02D.html,,noel5219a,25000,2015-06-19 15:42:19
賣/,洽中 surface Pro 3 i5/128G+鍵盤套,/bbs/nb-shopping/M.1433897984.A.CB6.html,,ysuvb,27000,2015-06-10 08:59:42
賣/,面交 surface Pro 3 i5/128G+鍵盤套,/bbs/nb-shopping/M.1433751870.A.196.html,,ysuvb,27000,2015-06-08 16:24:27
賣/,surface pro 3 i5(售出,/bbs/nb-shopping/M.1433525943.A.B8A.html,,fennix,26500,2015-06-06 01:38:59
徵/,surface pro 3 128版,/bbs/nb-shopping/M.1432306222.A.4E6.html,,kkplus1013,25000,2015-05-22 22:50:19
賣/,Surface Pro 3 i7/512G/8G 降價 ,/bbs/nb-shopping/M.1432275087.A.1F7.html,,konshi,50000,2015-05-22 14:11:25
賣/,Surface Pro 3 i5/8g/256g,/bbs/nb-shopping/M.1432171430.A.2DB.html,,ericsotaipei,,2015-05-21 09:23:47
賣/,urface Pro 3 i5/8g/256g ,/bbs/nb-shopping/M.1432134081.A.571.html,,Peterzero,,2015-05-20 23:01:16
賣/,urface Pro 3 i5/8g/256g ,/bbs/nb-shopping/M.1431956414.A.52B.html,,Peterzero,,2015-05-18 21:40:09
賣/,urface Pro 3 i5/8g/256gb 超級全配 ,/bbs/nb-shopping/M.1431875200.A.AB9.html,,Peterzero,,2015-05-17 23:06:34
徵/,surface pro 3/ 8G ram/256GB SSD,/bbs/nb-shopping/M.1431865470.A.940.html,,rata,none,2015-05-17 20:24:27
賣/,urface Pro 3 i5/8G/256G 超級全配 ,/bbs/nb-shopping/M.1431761675.A.7B2.html,,Peterzero,,2015-05-16 15:34:28
比較,ASUS T300chi vs Surface Pro 3 i5/128GB,/bbs/nb-shopping/M.1431398926.A.415.html,,micktu,none,2015-05-12 10:48:43
選購,thinkpad系列跟surface pro 3,/bbs/nb-shopping/M.1431392113.A.B08.html,,mytropicfish,none,2015-05-12 08:55:08
賣/,面交 surface Pro 3 i5/128G 筆+鍵盤+套 ,/bbs/nb-shopping/M.1430980026.A.71A.html,,HChiangX2,2850026500,2015-05-07 14:27:04
賣/,urface Pro 3 i7/512G/8G ,/bbs/nb-shopping/M.1430660504.A.99C.html,,konshi,55000,2015-05-03 21:41:41
賣/,Surface Pro 3 已售出,/bbs/nb-shopping/M.1430526818.A.316.html,,hillnick,50000,2015-05-02 08:33:35
賣/,(更新)微軟Surface Pro 3 i5 128g,/bbs/nb-shopping/M.1430005015.A.C8E.html,,rudolf1238,25000,2015-04-26 07:36:52
賣/,已售出 全新Surface Pro 3 含鍵盤 ,/bbs/nb-shopping/M.1429891166.A.CE1.html,,ax4869,28000,2015-04-24 23:59:23
